opportunity_id,account_id,rep_id,lead_source,stage,amount,created_date,close_date,fiscal_quarter,is_won,is_closed
O00722,A0100,R001,Partner,Closed Lost,68100.0,2025-05-06,2025-08-14,2025-Q3,false,true
O00723,A0343,R011,Event,Closed Lost,10100.0,2024-09-10,2024-09-30,2024-Q3,false,true
O00724,A0342,R016,Event,Closed Lost,66100.0,2024-08-30,2024-10-23,2024-Q4,false,true
O00725,A0458,R017,Event,Closed Lost,373300.0,2024-03-28,2024-07-11,2024-Q3,false,true
O00726,A0067,R008,Outbound,Closed Lost,3800.0,2024-03-04,2024-04-15,2024-Q2,false,true
O00727,A0105,R023,Outbound,Closed Lost,21200.0,2024-02-27,2024-06-22,2024-Q2,false,true
O00728,A0421,R006,Outbound,Closed Lost,46100.0,2025-09-05,2025-10-21,2025-Q4,false,true
O00729,A0104,R012,Inbound,Prospecting,14700.0,2025-10-28,,2025-Q4,,false
O00730,A0070,R022,Outbound,Closed Lost,4900.0,2024-07-17,2024-09-05,2024-Q3,false,true
O00731,A0493,R022,Inbound,Closed Lost,6600.0,2025-03-31,2025-04-25,2025-Q2,false,true
O00732,A0320,R022,Inbound,Closed Lost,17400.0,2025-03-22,2025-05-07,2025-Q2,false,true
O00733,A0555,R008,Outbound,Closed Lost,7600.0,2024-05-30,2024-07-13,2024-Q3,false,true
O00734,A0009,R021,Outbound,Closed Won,13200.0,2025-08-23,2025-10-18,2025-Q4,true,true
O00735,A0573,R001,Referral,Closed Won,30100.0,2025-03-08,2025-06-05,2025-Q2,true,true
O00736,A0071,R010,Outbound,Closed Lost,61100.0,2024-07-12,2024-10-25,2024-Q4,false,true
O00737,A0340,R022,Inbound,Closed Lost,12200.0,2025-08-02,2025-09-06,2025-Q3,false,true
O00738,A0466,R001,Partner,Closed Lost,75000.0,2025-05-22,2025-08-03,2025-Q3,false,true
O00739,A0478,R022,Event,Closed Lost,10200.0,2024-08-06,2024-09-04,2024-Q3,false,true
O00740,A0385,R017,Inbound,Closed Won,344300.0,2025-02-13,2025-06-30,2025-Q2,true,true
O00741,A0367,R002,Partner,Closed Lost,5100.0,2025-07-22,2025-08-12,2025-Q3,false,true
O00742,A0369,R002,Event,Closed Won,6000.0,2024-01-31,2024-02-26,2024-Q1,true,true
O00743,A0179,R012,Event,Closed Won,5700.0,2025-07-21,2025-08-19,2025-Q3,true,true
O00744,A0104,R002,Inbound,Negotiation,8700.0,2025-11-24,,2025-Q4,,false
O00745,A0246,R020,Referral,Closed Lost,381200.0,2025-01-16,2025-05-29,2025-Q2,false,true
O00746,A0445,R017,Inbound,Closed Won,362500.0,2024-05-01,2024-09-04,2024-Q3,true,true
O00747,A0546,R015,Inbound,Closed Lost,12000.0,2025-01-18,2025-02-21,2025-Q1,false,true
O00748,A0048,R019,Inbound,Closed Lost,71000.0,2025-08-24,2025-11-01,2025-Q4,false,true
O00749,A0254,R017,Event,Closed Lost,359300.0,2025-10-06,2026-03-16,2026-Q1,false,true
O00750,A0215,R003,Event,Closed Lost,28400.0,2025-04-26,2025-06-18,2025-Q2,false,true
O00751,A0522,R012,Outbound,Closed Lost,10000.0,2025-05-25,2025-07-11,2025-Q3,false,true
O00752,A0495,R018,Event,Closed Lost,11700.0,2025-04-30,2025-05-31,2025-Q2,false,true
O00753,A0038,R017,Inbound,Closed Lost,224700.0,2024-08-12,2024-12-31,2024-Q4,false,true
O00754,A0436,R015,Outbound,Closed Lost,17000.0,2025-08-08,2025-09-01,2025-Q3,false,true
O00755,A0138,R003,Inbound,Closed Won,50200.0,2024-10-29,2025-02-07,2025-Q1,true,true
O00756,A0525,R022,Outbound,Closed Lost,9800.0,2024-12-10,2025-01-20,2025-Q1,false,true
O00757,A0510,R012,Inbound,Closed Lost,3400.0,2024-10-06,2024-11-13,2024-Q4,false,true
O00758,A0078,R010,Partner,Closed Lost,70200.0,2024-03-25,2024-06-15,2024-Q2,false,true
O00759,A0284,R006,Inbound,Closed Won,22400.0,2024-04-10,2024-06-09,2024-Q2,true,true
O00760,A0202,R024,Partner,Closed Lost,7500.0,2024-12-03,2025-01-02,2025-Q1,false,true
O00761,A0282,R006,Partner,Closed Lost,79900.0,2025-09-10,2025-11-11,2025-Q4,false,true
O00762,A0268,R001,Outbound,Closed Lost,69000.0,2024-11-02,2025-01-22,2025-Q1,false,true
O00763,A0416,R022,Event,Closed Lost,10100.0,2025-11-02,2025-11-16,2025-Q4,false,true
O00764,A0153,R013,Inbound,Closed Won,62800.0,2024-08-21,2024-11-03,2024-Q4,true,true
O00765,A0566,R018,Inbound,Closed Won,14900.0,2025-04-17,2025-05-22,2025-Q2,true,true
O00766,A0428,R006,Inbound,Closed Won,70900.0,2025-03-25,2025-07-05,2025-Q3,true,true
O00767,A0132,R007,Inbound,Closed Lost,68200.0,2024-01-10,2024-04-27,2024-Q2,false,true
O00768,A0430,R013,Outbound,Closed Lost,36600.0,2025-02-17,2025-06-10,2025-Q2,false,true
O00769,A0033,R008,Referral,Closed Lost,11500.0,2024-06-06,2024-07-11,2024-Q3,false,true
O00770,A0588,R013,Outbound,Closed Won,76800.0,2025-01-25,2025-04-06,2025-Q2,true,true
O00771,A0487,R005,Inbound,Closed Lost,17400.0,2024-12-02,2025-01-21,2025-Q1,false,true
O00772,A0176,R017,Inbound,Closed Lost,136800.0,2025-11-22,2026-07-11,2026-Q3,false,true
O00773,A0204,R017,Outbound,Closed Lost,145900.0,2025-01-30,2025-07-11,2025-Q3,false,true
O00774,A0466,R001,Referral,Closed Lost,18700.0,2025-01-12,2025-05-03,2025-Q2,false,true
O00775,A0401,R008,Inbound,Closed Lost,11000.0,2024-04-23,2024-05-15,2024-Q2,false,true
O00776,A0212,R004,Outbound,Closed Lost,44800.0,2024-07-29,2024-10-21,2024-Q4,false,true
O00777,A0589,R011,Inbound,Closed Lost,10500.0,2025-08-24,2025-09-19,2025-Q3,false,true
O00778,A0008,R004,Inbound,Closed Lost,69100.0,2025-04-01,2025-05-24,2025-Q2,false,true
O00779,A0337,R022,Inbound,Closed Won,9900.0,2025-05-17,2025-06-29,2025-Q2,true,true
O00780,A0468,R010,Inbound,Closed Lost,56000.0,2024-10-31,2025-02-03,2025-Q1,false,true
O00781,A0256,R004,Outbound,Qualification,46400.0,2025-09-24,,2025-Q3,,false
O00782,A0045,R006,Partner,Closed Lost,72700.0,2024-06-10,2024-08-29,2024-Q3,false,true
O00783,A0069,R006,Referral,Closed Lost,79500.0,2025-05-20,2025-08-25,2025-Q3,false,true
O00784,A0079,R005,Inbound,Closed Won,9200.0,2025-05-31,2025-07-04,2025-Q3,true,true
O00785,A0046,R018,Outbound,Closed Lost,12600.0,2024-01-28,2024-02-15,2024-Q1,false,true
O00786,A0352,R015,Partner,Closed Won,3600.0,2024-07-18,2024-08-26,2024-Q3,true,true
O00787,A0140,R012,Inbound,Closed Won,10300.0,2025-11-17,2025-12-30,2025-Q4,true,true
O00788,A0449,R008,Inbound,Closed Won,15600.0,2025-04-27,2025-05-28,2025-Q2,true,true
O00789,A0103,R017,Inbound,Closed Lost,251100.0,2024-10-28,2025-02-26,2025-Q1,false,true
O00790,A0012,R024,Partner,Closed Won,9600.0,2024-10-06,2024-10-29,2024-Q4,true,true
O00791,A0546,R009,Outbound,Closed Lost,3700.0,2025-03-28,2025-05-25,2025-Q2,false,true
O00792,A0106,R015,Event,Closed Won,3800.0,2024-11-11,2024-12-23,2024-Q4,true,true
O00793,A0207,R009,Inbound,Closed Won,6000.0,2025-01-18,2025-02-16,2025-Q1,true,true
O00794,A0015,R012,Event,Closed Won,13000.0,2024-07-15,2024-09-10,2024-Q3,true,true
O00795,A0172,R004,Inbound,Closed Lost,49800.0,2024-02-15,2024-05-23,2024-Q2,false,true
O00796,A0195,R022,Inbound,Closed Lost,8900.0,2024-07-31,2024-09-17,2024-Q3,false,true
O00797,A0109,R012,Inbound,Closed Lost,3200.0,2024-11-27,2024-12-22,2024-Q4,false,true
O00798,A0218,R018,Partner,Closed Won,12900.0,2024-08-13,2024-08-31,2024-Q3,true,true
O00799,A0045,R003,Referral,Closed Lost,36700.0,2024-08-11,2024-11-16,2024-Q4,false,true
O00800,A0105,R016,Inbound,Closed Won,33600.0,2025-08-05,2025-10-10,2025-Q4,true,true
O00801,A0398,R024,Partner,Closed Lost,5600.0,2024-05-16,2024-06-20,2024-Q2,false,true
O00802,A0494,R003,Outbound,Closed Lost,55700.0,2024-12-09,2025-01-25,2025-Q1,false,true
O00803,A0239,R016,Event,Closed Lost,32400.0,2025-08-24,2025-10-09,2025-Q4,false,true
O00804,A0317,R006,Outbound,Closed Won,56400.0,2025-03-14,2025-05-29,2025-Q2,true,true
O00805,A0304,R009,Referral,Closed Won,6100.0,2024-06-04,2024-07-12,2024-Q3,true,true
O00806,A0455,R010,Inbound,Closed Lost,37700.0,2024-05-17,2024-08-05,2024-Q3,false,true
O00807,A0425,R024,Outbound,Closed Lost,6400.0,2024-10-22,2024-11-06,2024-Q4,false,true
O00808,A0211,R016,Inbound,Closed Lost,67700.0,2024-02-25,2024-05-11,2024-Q2,false,true
O00809,A0391,R016,Event,Closed Won,45400.0,2024-11-25,2025-02-01,2025-Q1,true,true
O00810,A0072,R009,Inbound,Closed Lost,17900.0,2024-02-23,2024-04-17,2024-Q2,false,true
O00811,A0178,R017,Inbound,Closed Lost,105000.0,2024-08-29,2025-04-05,2025-Q2,false,true
O00812,A0203,R009,Outbound,Closed Won,12100.0,2025-03-10,2025-04-04,2025-Q2,true,true
O00813,A0207,R011,Outbound,Closed Lost,17300.0,2025-05-07,2025-05-26,2025-Q2,false,true
O00814,A0483,R018,Inbound,Closed Lost,12100.0,2025-03-08,2025-04-23,2025-Q2,false,true
O00815,A0494,R001,Referral,Closed Lost,71000.0,2025-01-25,2025-05-04,2025-Q2,false,true
O00816,A0551,R004,Outbound,Closed Lost,34000.0,2025-07-20,2025-09-25,2025-Q3,false,true
O00817,A0385,R020,Inbound,Closed Lost,123700.0,2024-03-14,2024-09-05,2024-Q3,false,true
O00818,A0195,R002,Outbound,Closed Lost,14000.0,2024-01-14,2024-02-29,2024-Q1,false,true
O00819,A0426,R015,Outbound,Closed Lost,10300.0,2025-01-17,2025-02-24,2025-Q1,false,true
O00820,A0419,R002,Event,Closed Won,17000.0,2024-05-07,2024-06-14,2024-Q2,true,true
O00821,A0262,R012,Partner,Closed Lost,10300.0,2025-06-05,2025-08-03,2025-Q3,false,true
O00822,A0395,R015,Outbound,Closed Lost,10200.0,2024-09-09,2024-10-08,2024-Q4,false,true
O00823,A0029,R024,Partner,Closed Lost,6900.0,2025-10-22,2025-11-14,2025-Q4,false,true
O00824,A0261,R009,Inbound,Closed Lost,17300.0,2025-09-08,2025-10-29,2025-Q4,false,true
O00825,A0095,R024,Inbound,Closed Lost,13600.0,2025-01-28,2025-03-08,2025-Q1,false,true
O00826,A0194,R015,Referral,Closed Won,6800.0,2024-06-18,2024-07-29,2024-Q3,true,true
O00827,A0392,R022,Partner,Closed Lost,9200.0,2024-11-11,2025-01-10,2025-Q1,false,true
O00828,A0092,R003,Referral,Proposal,66200.0,2025-10-13,,2025-Q4,,false
O00829,A0408,R011,Inbound,Closed Won,15200.0,2024-01-07,2024-01-31,2024-Q1,true,true
O00830,A0428,R016,Outbound,Closed Won,63400.0,2025-03-02,2025-05-22,2025-Q2,true,true
O00831,A0138,R006,Outbound,Closed Won,49200.0,2025-05-13,2025-07-20,2025-Q3,true,true
O00832,A0218,R008,Inbound,Closed Lost,14200.0,2024-07-24,2024-08-10,2024-Q3,false,true
O00833,A0419,R018,Inbound,Closed Lost,4600.0,2025-10-03,2025-11-25,2025-Q4,false,true
O00834,A0088,R020,Inbound,Closed Won,100600.0,2024-05-07,2024-10-14,2024-Q4,true,true
O00835,A0497,R024,Inbound,Closed Lost,3900.0,2024-04-13,2024-04-27,2024-Q2,false,true
O00836,A0597,R002,Outbound,Closed Won,10800.0,2024-04-09,2024-05-06,2024-Q2,true,true
O00837,A0273,R018,Partner,Closed Lost,12100.0,2025-04-29,2025-06-03,2025-Q2,false,true
O00838,A0352,R012,Inbound,Closed Lost,13000.0,2024-09-02,2024-10-09,2024-Q4,false,true
O00839,A0365,R012,Partner,Closed Lost,9900.0,2024-04-12,2024-04-26,2024-Q2,false,true
O00840,A0143,R001,Partner,Closed Lost,71900.0,2025-09-08,2025-11-07,2025-Q4,false,true
O00841,A0255,R012,Outbound,Closed Lost,13300.0,2025-04-07,2025-05-30,2025-Q2,false,true
O00842,A0193,R002,Inbound,Closed Lost,3200.0,2025-10-15,2025-11-18,2025-Q4,false,true
O00843,A0334,R024,Outbound,Closed Lost,12100.0,2025-03-30,2025-04-27,2025-Q2,false,true
O00844,A0084,R012,Referral,Closed Lost,17800.0,2025-03-14,2025-04-27,2025-Q2,false,true
O00845,A0395,R011,Event,Closed Lost,13700.0,2025-09-13,2025-10-09,2025-Q4,false,true
O00846,A0517,R001,Partner,Closed Lost,67400.0,2024-05-10,2024-08-26,2024-Q3,false,true
O00847,A0562,R014,Outbound,Closed Lost,77200.0,2024-06-21,2024-10-01,2024-Q4,false,true
O00848,A0250,R009,Referral,Closed Won,13500.0,2024-06-23,2024-08-18,2024-Q3,true,true
O00849,A0030,R008,Inbound,Closed Won,14500.0,2024-11-30,2025-01-07,2025-Q1,true,true
O00850,A0488,R023,Outbound,Closed Lost,75200.0,2024-05-06,2024-07-07,2024-Q3,false,true
O00851,A0341,R009,Referral,Closed Lost,4000.0,2025-08-12,2025-10-03,2025-Q4,false,true
O00852,A0391,R023,Inbound,Prospecting,77900.0,2025-10-19,,2025-Q4,,false
O00853,A0115,R003,Inbound,Closed Lost,76100.0,2024-12-14,2025-04-13,2025-Q2,false,true
O00854,A0377,R008,Inbound,Closed Won,11700.0,2024-11-16,2024-12-24,2024-Q4,true,true
O00855,A0549,R009,Partner,Closed Lost,7800.0,2025-02-01,2025-03-14,2025-Q1,false,true
O00856,A0130,R021,Inbound,Negotiation,11900.0,2025-11-10,,2025-Q4,,false
O00857,A0304,R009,Inbound,Closed Lost,9800.0,2025-05-26,2025-07-22,2025-Q3,false,true
O00858,A0036,R019,Inbound,Closed Lost,49100.0,2024-11-23,2025-02-15,2025-Q1,false,true
O00859,A0588,R014,Inbound,Negotiation,48700.0,2025-10-08,,2025-Q4,,false
O00860,A0216,R009,Inbound,Closed Lost,15900.0,2024-02-23,2024-03-19,2024-Q1,false,true
O00861,A0164,R001,Referral,Closed Lost,38900.0,2025-07-15,2025-10-18,2025-Q4,false,true
O00862,A0401,R015,Referral,Closed Won,13900.0,2024-03-14,2024-04-30,2024-Q2,true,true
O00863,A0562,R013,Event,Closed Lost,38100.0,2024-04-09,2024-06-09,2024-Q2,false,true
O00864,A0056,R020,Outbound,Closed Lost,264700.0,2025-04-13,2025-08-22,2025-Q3,false,true
O00865,A0149,R006,Partner,Closed Won,63600.0,2024-08-11,2024-10-20,2024-Q4,true,true
O00866,A0590,R005,Inbound,Closed Lost,8600.0,2025-11-25,2025-12-18,2025-Q4,false,true
O00867,A0058,R005,Referral,Closed Won,5700.0,2024-12-30,2025-02-12,2025-Q1,true,true
O00868,A0347,R022,Inbound,Closed Lost,12400.0,2025-03-20,2025-04-12,2025-Q2,false,true
O00869,A0247,R020,Partner,Closed Lost,300200.0,2025-05-15,2025-10-29,2025-Q4,false,true
O00870,A0385,R017,Outbound,Closed Lost,168100.0,2025-04-19,2025-10-23,2025-Q4,false,true
O00871,A0123,R005,Outbound,Closed Lost,10300.0,2024-03-25,2024-04-15,2024-Q2,false,true
O00872,A0024,R022,Inbound,Closed Lost,10200.0,2025-08-09,2025-09-28,2025-Q3,false,true
O00873,A0186,R013,Inbound,Closed Won,36500.0,2025-05-10,2025-08-18,2025-Q3,true,true
O00874,A0551,R004,Event,Closed Lost,42400.0,2025-02-19,2025-04-07,2025-Q2,false,true
O00875,A0543,R020,Event,Closed Lost,347900.0,2024-03-06,2024-10-14,2024-Q4,false,true
O00876,A0128,R017,Event,Qualification,137800.0,2025-11-05,,2025-Q4,,false
O00877,A0126,R017,Outbound,Closed Won,146000.0,2024-05-11,2025-01-03,2025-Q1,true,true
O00878,A0036,R003,Inbound,Closed Lost,36500.0,2024-05-07,2024-08-24,2024-Q3,false,true
O00879,A0001,R009,Event,Closed Lost,17200.0,2024-11-03,2024-11-19,2024-Q4,false,true
O00880,A0547,R014,Referral,Closed Lost,48400.0,2024-05-23,2024-09-18,2024-Q3,false,true
O00881,A0361,R017,Inbound,Closed Won,155900.0,2024-04-11,2024-07-21,2024-Q3,true,true
O00882,A0221,R008,Inbound,Closed Lost,6200.0,2025-09-08,2025-10-27,2025-Q4,false,true
O00883,A0433,R005,Inbound,Closed Lost,6900.0,2025-07-17,2025-08-16,2025-Q3,false,true
O00884,A0468,R003,Inbound,Closed Won,76300.0,2024-09-17,2024-12-25,2024-Q4,true,true
O00885,A0276,R023,Outbound,Closed Lost,62300.0,2025-10-23,2025-12-31,2025-Q4,false,true
O00886,A0168,R013,Inbound,Closed Lost,79500.0,2024-06-06,2024-08-30,2024-Q3,false,true
O00887,A0254,R017,Outbound,Closed Lost,250100.0,2024-10-03,2025-02-01,2025-Q1,false,true
O00888,A0338,R023,Inbound,Closed Lost,74400.0,2024-04-01,2024-07-01,2024-Q3,false,true
O00889,A0232,R007,Outbound,Closed Lost,41400.0,2024-01-11,2024-03-08,2024-Q1,false,true
O00890,A0108,R005,Event,Closed Won,13900.0,2024-06-28,2024-08-14,2024-Q3,true,true
O00891,A0502,R005,Outbound,Closed Lost,13500.0,2025-06-25,2025-07-31,2025-Q3,false,true
O00892,A0102,R002,Outbound,Closed Lost,17200.0,2024-06-23,2024-07-27,2024-Q3,false,true
O00893,A0545,R021,Inbound,Closed Won,10200.0,2025-08-31,2025-10-09,2025-Q4,true,true
O00894,A0526,R008,Inbound,Closed Lost,5100.0,2025-11-04,2025-11-26,2025-Q4,false,true
O00895,A0380,R006,Event,Closed Won,61800.0,2025-11-25,2026-03-03,2026-Q1,true,true
O00896,A0515,R020,Referral,Closed Lost,246600.0,2024-10-09,2025-04-26,2025-Q2,false,true
O00897,A0235,R011,Inbound,Closed Lost,17200.0,2025-10-12,2025-10-31,2025-Q4,false,true
O00898,A0093,R017,Inbound,Closed Won,382400.0,2024-03-19,2024-08-17,2024-Q3,true,true
O00899,A0293,R016,Outbound,Closed Lost,77700.0,2025-05-19,2025-07-04,2025-Q3,false,true
O00900,A0140,R018,Outbound,Closed Lost,13300.0,2025-05-24,2025-07-09,2025-Q3,false,true
O00901,A0128,R020,Partner,Closed Lost,371500.0,2024-01-15,2024-06-01,2024-Q2,false,true
O00902,A0548,R012,Event,Closed Lost,17300.0,2024-09-07,2024-11-02,2024-Q4,false,true
O00903,A0541,R024,Partner,Closed Lost,12100.0,2025-09-15,2025-10-01,2025-Q4,false,true
O00904,A0537,R006,Outbound,Closed Won,40800.0,2024-06-28,2024-08-21,2024-Q3,true,true
O00905,A0053,R015,Inbound,Closed Lost,5600.0,2025-05-22,2025-06-29,2025-Q2,false,true
O00906,A0256,R016,Inbound,Closed Lost,36500.0,2024-04-30,2024-07-21,2024-Q3,false,true
O00907,A0583,R013,Outbound,Closed Lost,75600.0,2024-08-10,2024-11-02,2024-Q4,false,true
O00908,A0037,R018,Outbound,Closed Won,3900.0,2025-09-24,2025-11-08,2025-Q4,true,true
O00909,A0306,R020,Outbound,Closed Lost,191900.0,2024-04-19,2024-07-19,2024-Q3,false,true
O00910,A0010,R005,Event,Closed Lost,6000.0,2025-03-17,2025-05-01,2025-Q2,false,true
O00911,A0421,R003,Inbound,Closed Lost,27600.0,2025-05-14,2025-06-28,2025-Q2,false,true
O00912,A0405,R012,Event,Closed Won,9400.0,2024-11-02,2024-12-09,2024-Q4,true,true
O00913,A0112,R018,Outbound,Closed Lost,5400.0,2025-11-03,2025-12-15,2025-Q4,false,true
O00914,A0368,R009,Outbound,Closed Won,7300.0,2024-04-23,2024-05-19,2024-Q2,true,true
O00915,A0340,R002,Partner,Closed Lost,6000.0,2024-06-13,2024-08-08,2024-Q3,false,true
O00916,A0273,R005,Partner,Closed Lost,11300.0,2025-03-07,2025-04-21,2025-Q2,false,true
O00917,A0333,R015,Outbound,Closed Lost,16900.0,2025-05-28,2025-07-27,2025-Q3,false,true
O00918,A0113,R017,Event,Closed Lost,129800.0,2024-01-22,2024-05-23,2024-Q2,false,true
O00919,A0243,R002,Inbound,Qualification,9400.0,2025-11-25,,2025-Q4,,false
O00920,A0085,R015,Inbound,Closed Lost,5300.0,2024-09-10,2024-11-02,2024-Q4,false,true
O00921,A0118,R011,Partner,Closed Won,15300.0,2024-09-10,2024-11-05,2024-Q4,true,true
O00922,A0106,R021,Partner,Closed Lost,5800.0,2025-09-17,2025-10-12,2025-Q4,false,true
O00923,A0153,R006,Inbound,Closed Lost,42900.0,2024-05-03,2024-07-03,2024-Q3,false,true
O00924,A0150,R015,Outbound,Closed Lost,6000.0,2024-01-19,2024-03-12,2024-Q1,false,true
O00925,A0538,R011,Inbound,Closed Lost,6300.0,2025-10-10,2025-11-07,2025-Q4,false,true
O00926,A0438,R017,Outbound,Closed Lost,166200.0,2024-11-07,2025-03-05,2025-Q1,false,true
O00927,A0429,R009,Partner,Closed Won,5700.0,2024-11-23,2024-12-10,2024-Q4,true,true
O00928,A0330,R009,Outbound,Closed Lost,7200.0,2024-10-19,2024-12-02,2024-Q4,false,true
O00929,A0259,R018,Inbound,Closed Won,7600.0,2025-01-07,2025-02-11,2025-Q1,true,true
O00930,A0566,R008,Event,Closed Lost,14100.0,2024-12-05,2025-01-11,2025-Q1,false,true
O00931,A0542,R022,Outbound,Closed Won,12800.0,2025-01-15,2025-02-13,2025-Q1,true,true
O00932,A0109,R008,Referral,Closed Lost,4800.0,2025-10-06,2025-11-27,2025-Q4,false,true
O00933,A0196,R009,Outbound,Closed Lost,4100.0,2025-04-01,2025-04-21,2025-Q2,false,true
O00934,A0486,R009,Outbound,Closed Won,5300.0,2025-06-30,2025-08-29,2025-Q3,true,true
O00935,A0259,R021,Referral,Closed Lost,9700.0,2024-12-21,2025-01-27,2025-Q1,false,true
O00936,A0070,R018,Inbound,Closed Lost,17000.0,2025-03-05,2025-04-21,2025-Q2,false,true
O00937,A0281,R008,Referral,Closed Won,17300.0,2024-10-23,2024-11-08,2024-Q4,true,true
O00938,A0195,R015,Inbound,Closed Lost,11000.0,2025-05-21,2025-07-17,2025-Q3,false,true
O00939,A0449,R021,Inbound,Closed Lost,14700.0,2025-01-28,2025-03-18,2025-Q1,false,true
O00940,A0189,R002,Event,Closed Lost,6300.0,2024-06-12,2024-08-01,2024-Q3,false,true
O00941,A0526,R018,Event,Closed Won,13800.0,2025-05-30,2025-07-28,2025-Q3,true,true
O00942,A0304,R011,Inbound,Closed Won,5600.0,2025-07-19,2025-08-09,2025-Q3,true,true
O00943,A0041,R024,Event,Closed Won,16900.0,2024-05-31,2024-07-01,2024-Q3,true,true
O00944,A0255,R009,Outbound,Closed Lost,3000.0,2025-07-01,2025-07-22,2025-Q3,false,true
O00945,A0378,R012,Inbound,Closed Won,16300.0,2024-03-26,2024-05-24,2024-Q2,true,true
O00946,A0302,R012,Inbound,Closed Lost,15200.0,2024-02-28,2024-04-22,2024-Q2,false,true
O00947,A0287,R004,Event,Closed Lost,51300.0,2024-09-19,2024-11-05,2024-Q4,false,true
O00948,A0598,R005,Outbound,Closed Lost,6900.0,2025-01-26,2025-03-22,2025-Q1,false,true
O00949,A0212,R014,Event,Closed Lost,34700.0,2024-08-13,2024-11-07,2024-Q4,false,true
O00950,A0405,R008,Inbound,Closed Lost,13900.0,2025-04-01,2025-04-29,2025-Q2,false,true
O00951,A0491,R005,Inbound,Closed Lost,9900.0,2025-05-22,2025-06-16,2025-Q2,false,true
O00952,A0584,R018,Event,Closed Won,7200.0,2024-07-03,2024-08-27,2024-Q3,true,true
O00953,A0404,R017,Referral,Closed Lost,103100.0,2024-03-12,2024-07-16,2024-Q3,false,true
O00954,A0413,R003,Outbound,Closed Lost,63100.0,2025-06-23,2025-08-24,2025-Q3,false,true
O00955,A0387,R013,Partner,Closed Lost,69200.0,2024-01-22,2024-03-21,2024-Q1,false,true
O00956,A0045,R004,Outbound,Closed Lost,34600.0,2024-09-11,2024-11-05,2024-Q4,false,true
O00957,A0010,R005,Inbound,Closed Won,15800.0,2025-07-09,2025-08-13,2025-Q3,true,true
O00958,A0577,R018,Inbound,Closed Won,8000.0,2024-06-16,2024-07-19,2024-Q3,true,true
O00959,A0274,R024,Outbound,Closed Won,3300.0,2025-07-10,2025-07-31,2025-Q3,true,true
O00960,A0106,R021,Inbound,Closed Won,3000.0,2025-03-01,2025-03-24,2025-Q1,true,true
O00961,A0395,R008,Partner,Closed Lost,7300.0,2024-12-27,2025-02-20,2025-Q1,false,true
O00962,A0116,R018,Inbound,Closed Lost,6400.0,2024-06-22,2024-07-13,2024-Q3,false,true
O00963,A0079,R022,Inbound,Closed Lost,8400.0,2024-12-07,2024-12-28,2024-Q4,false,true
O00964,A0045,R019,Inbound,Closed Lost,44600.0,2024-06-03,2024-08-09,2024-Q3,false,true
O00965,A0436,R008,Referral,Prospecting,7500.0,2025-11-14,,2025-Q4,,false
O00966,A0378,R011,Event,Closed Lost,15900.0,2024-03-19,2024-04-02,2024-Q2,false,true
O00967,A0151,R010,Referral,Closed Lost,45700.0,2024-05-31,2024-09-02,2024-Q3,false,true
O00968,A0069,R003,Inbound,Closed Lost,77500.0,2025-08-14,2025-11-21,2025-Q4,false,true
O00969,A0131,R004,Partner,Closed Lost,37800.0,2025-01-29,2025-04-29,2025-Q2,false,true
O00970,A0424,R022,Referral,Closed Lost,5100.0,2025-10-13,2025-11-17,2025-Q4,false,true
O00971,A0393,R020,Inbound,Closed Lost,252400.0,2025-07-16,2026-02-18,2026-Q1,false,true
O00972,A0086,R022,Partner,Closed Lost,11700.0,2025-03-07,2025-04-23,2025-Q2,false,true
O00973,A0090,R006,Outbound,Closed Lost,30600.0,2025-01-05,2025-02-19,2025-Q1,false,true
O00974,A0486,R008,Event,Closed Lost,16700.0,2024-04-22,2024-05-09,2024-Q2,false,true
O00975,A0143,R007,Referral,Closed Lost,69800.0,2025-04-16,2025-06-18,2025-Q2,false,true
O00976,A0432,R006,Referral,Closed Won,21500.0,2024-08-03,2024-10-15,2024-Q4,true,true
O00977,A0147,R015,Partner,Closed Lost,17500.0,2024-01-27,2024-03-25,2024-Q1,false,true
O00978,A0596,R005,Outbound,Closed Won,16100.0,2025-05-03,2025-06-24,2025-Q2,true,true
O00979,A0081,R006,Inbound,Closed Lost,53300.0,2024-03-19,2024-05-04,2024-Q2,false,true
O00980,A0187,R018,Outbound,Closed Won,13500.0,2024-05-23,2024-07-09,2024-Q3,true,true
O00981,A0346,R018,Outbound,Proposal,3200.0,2025-10-22,,2025-Q4,,false
O00982,A0178,R017,Event,Closed Lost,346500.0,2024-01-12,2024-07-21,2024-Q3,false,true
O00983,A0568,R020,Inbound,Closed Lost,177900.0,2025-08-08,2026-03-14,2026-Q1,false,true
O00984,A0095,R021,Inbound,Closed Lost,14100.0,2025-01-21,2025-02-12,2025-Q1,false,true
O00985,A0402,R004,Inbound,Closed Lost,68600.0,2025-07-26,2025-09-18,2025-Q3,false,true
O00986,A0415,R015,Inbound,Closed Lost,15100.0,2024-06-17,2024-07-04,2024-Q3,false,true
O00987,A0112,R005,Inbound,Closed Lost,12000.0,2024-03-20,2024-04-26,2024-Q2,false,true
O00988,A0289,R008,Partner,Closed Lost,4000.0,2025-07-08,2025-07-28,2025-Q3,false,true
O00989,A0317,R006,Inbound,Closed Won,57600.0,2025-07-18,2025-09-26,2025-Q3,true,true
